,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,label
66,LOOKING FOR JOY,LOOKING FOR JOY,Kaleena Zanders,5EqfKJSbG8yQBicX9YRMKu,2024-06-14,50,168750,0.649,0.0209,0.893,4.38e-06,0.105,0.502,-4.249,0.13,127.989,3,4,dislike
67,Mountains,Mountains,Jonas Blue,5JqTe36RFGJ1wdYBma0cZ7,2024-05-10,67,178619,0.613,0.181,0.869,7.14e-06,0.12,0.518,-4.678,0.0353,126.102,11,4,dislike
68,Sierra,Sierra,Argy,5c4gtyaea8i7H1BqRyb2Xp,2024-04-18,63,201500,0.703,0.00482,0.817,0.741,0.117,0.324,-6.661,0.0494,124.018,10,4,dislike
69,I Will Find You,I Will Find You,Mathame,74XpVeIclja8aFEtCQq1Y5,2024-06-14,54,209090,0.562,0.00306,0.782,0.327,0.304,0.0399,-4.76,0.0264,132.986,10,4,dislike
70,Heaven,Heaven,Sara Landry,5Hh09KHzQ9NRjRd6HIes5R,2024-05-31,61,238270,0.756,0.00507,0.997,0.519,0.143,0.178,-3.511,0.117,154.052,9,4,dislike
71,LET'S GET FKD UP,LET'S GET FKD UP (feat. Tribbs),Alok,0iB5f04XdJ2tcfhoVkeLV8,2023-11-17,80,121500,0.65,0.00191,0.946,0.127,0.149,0.425,-5.454,0.0421,160.027,10,4,dislike
72,Satellite,Satellite,Dimension,3tHCG0ISOA0pXscIdNrJml,2024-04-18,58,205116,0.51,0.137,0.961,0.00413,0.619,0.169,-1.912,0.0562,171.948,8,4,dislike
73,Von dutch,Von dutch,Charli xcx,01TnMXIy7mJJQ7E8uy937N,2024-02-29,67,164284,0.706,0.00298,0.698,0.00375,0.116,0.648,-5.679,0.0537,130.013,10,4,dislike
74,Karibu,Karibu,WITH U,38FWbKB13dMOGf2oJhSZ10,2024-03-29,52,242500,0.702,0.244,0.809,0.264,0.108,0.261,-9.457,0.0398,120.021,5,4,dislike
0,MakeDamnSure,Louder Now (Deluxe Edition),Taking Back Sunday,6fTgbkBiMITtHUmik95ClX,2006-04-25,67,208280,0.552,0.00942,0.836,0.0,0.372,0.432,-5.608,0.0453,140.496,6,4,dislike
1,Misery Business,Riot!,Paramore,6SpLc7EXZIPpy0sVko0aoU,2007-06-11,74,211520,0.517,0.00272,0.906,9.26e-06,0.113,0.731,-3.677,0.0735,172.977,1,4,dislike
2,Ohio Is For Lovers,The Silence In Black And White (Re-Issue),Hawthorne Heights,23DHUWJ7iEieNPMPKvjzBV,2004-06-08,64,244480,0.566,0.0356,0.835,0.0,0.241,0.606,-6.87,0.0742,170.066,8,4,dislike
3,Dirty Little Secret,Move Along,The All-American Rejects,5ZdzNVOmCSp5HFLk0EgvJS,2005-01-01,65,193653,0.469,0.000343,0.955,1.35e-06,0.548,0.462,-4.253,0.0432,143.853,10,4,dislike
4,"Dance, Dance",From Under The Cork Tree Limited Tour Edition,Fall Out Boy,5Xbx9mAWoTiLbMOMQofoE6,2006-01-01,51,180266,0.622,0.00485,0.957,0.0,0.0863,0.517,-3.176,0.131,114.471,11,4,dislike
5,King For A Day,Collide With The Sky,Pierce The Veil,1IT0WQk5J8NsaeII8ktdlZ,2012-07-17,76,236293,0.403,3.81e-05,0.965,0.000276,0.341,0.431,-2.238,0.0964,112.363,6,4,dislike
6,I Feel So,Box Car Racer,Box Car Racer,1Igy3egsujfV4WphlW0B7K,2002-01-01,55,270866,0.334,0.0472,0.964,0.00249,0.323,0.232,-3.779,0.172,142.75,2,5,dislike
7,The Taste of Ink,The Used,The Used,5jZ1Z2GFTf2gwmFc3qiUxs,2002-06-25,64,208693,0.541,0.00143,0.904,0.0,0.193,0.541,-3.001,0.0435,98.122,7,4,dislike
8,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,4bPQs0PHn4xbipzdPfn6du,2005-09-27,73,186634,0.569,0.0807,0.83,0.0,0.114,0.609,-4.106,0.14,170.094,9,4,dislike
9,The Middle,Bleed American,Jimmy Eat World,6GG73Jik4jUlQCkKg9JuGO,2001-07-17,82,165853,0.643,0.0371,0.849,0.0,0.058,0.903,-5.428,0.0526,162.152,2,4,dislike
10,I'm Just a Kid,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Simple Plan,6otiaV2fagE3s8IvP6WkwG,2002-03-19,71,198333,0.527,0.00107,0.834,0.000102,0.0993,0.422,-5.531,0.0447,110.065,1,4,dislike
11,Monsters,Voices,Matchbook Romance,1UVffD20CfHJ2wD0x0as8L,2006-02-14,53,243746,0.362,0.00131,0.945,2.51e-05,0.154,0.487,-2.651,0.0575,114.797,10,4,dislike
12,Such Great Heights - Remastered,Give Up (Deluxe 10th Anniversary Edition),The Postal Service,4G21jWo0Cm6lOIUNnZ2mUI,2003-02-19,64,266506,0.644,0.0467,0.808,0.187,0.0652,0.175,-7.268,0.0513,174.98,5,4,dislike
13,Transatlanticism,Transatlanticism (10th Anniversary Edition),Death Cab for Cutie,4LF1dMlOHe8VfmMut7YiIs,2003,53,475093,0.44,0.388,0.446,0.586,0.179,0.196,-9.923,0.0311,127.407,9,4,dislike
14,Polar Opposites,The Lonesome Crowded West,Modest Mouse,5EsM3rVaMDRsOXJq7oe3tY,1997-11-18,49,209960,0.478,0.129,0.552,0.169,0.103,0.886,-6.46,0.0337,176.156,2,4,dislike
15,I Miss You,blink-182,blink-182,1oTo3ijRbaDAtrjJrGAPSw,2003-01-01,76,227240,0.655,0.00103,0.781,5.33e-06,0.0867,0.584,-6.547,0.034,110.024,11,4,dislike
16,Covet,Colourmeinkindness,Basement,1AMADyXgIWayh5vXLZo2qF,2012-10-23,72,227340,0.428,0.00139,0.799,0.0742,0.0788,0.228,-6.265,0.0468,139.052,4,4,dislike
17,Sweetness,Bleed American,Jimmy Eat World,429IbFR4yp2J81CeTwF5iY,2001-07-17,68,220026,0.487,0.00305,0.898,0.0,0.26,0.597,-4.436,0.038,135.331,5,4,dislike
18,Self Esteem,Smash,The Offspring,1FkoVC85Ds3mFoK0fVqEqP,1994-04-08,77,257826,0.488,0.0204,0.862,0.0,0.359,0.706,-7.595,0.0476,104.56,0,4,dislike
19,Alive With the Glory of Love,Is a Real Boy,Say Anything,6YEs8KWsFKQmULF5CUOz4n,2005-10-01,54,255175,0.339,0.0111,0.93,0.0,0.172,0.589,-4.619,0.131,203.098,9,4,dislike
20,Never Meant,American Football,American Football,6kZqCqD1r08sJAQ1TjuEpM,1999-09-14,61,268333,0.434,0.0233,0.808,0.0111,0.153,0.422,-6.601,0.0359,144.292,0,4,dislike
21,Ocean Avenue,Ocean Avenue,Yellowcard,23oxJmDc1V9uLUSmN2LIvx,2003-01-01,72,198266,0.486,3.43e-05,0.904,2.83e-05,0.0947,0.786,-3.751,0.0638,173.734,6,4,dislike
22,Pachuca Sunrise,Menos El Oso,Minus the Bear,1flWFiusGKhIaewrTnCYGO,2005-08-23,48,215373,0.468,0.0279,0.877,0.00165,0.366,0.71,-5.729,0.0347,154.983,11,4,dislike
23,Hands Down,"A Mark, A Mission, A Brand, A Scar",Dashboard Confessional,6yVSp9H2STyLeOs7pjy2w4,2003-01-01,61,186866,0.463,0.013,0.827,2.41e-05,0.0964,0.26,-4.085,0.0437,94.035,3,4,dislike
24,Everything Is Alright,Commit This To Memory,Motion City Soundtrack,6xyiHZgrmXw7sMyYXbXjPV,2005-06-07,61,207633,0.435,0.000494,0.95,0.0,0.317,0.457,-3.869,0.106,160.987,8,4,dislike
25,"Sugar, We're Goin Down",From Under The Cork Tree,Fall Out Boy,2TfSHkHiFO4gRztVIkggkE,2005-05-03,78,229093,0.494,0.00579,0.842,0.0,0.122,0.574,-4.784,0.0843,162.011,7,4,dislike
26,"Swing, Swing",The All-American Rejects,The All-American Rejects,003FTlCpBTM4eSqYSWPv4H,2002-10-15,66,233266,0.553,6.48e-05,0.717,0.128,0.0385,0.318,-5.857,0.0318,127.947,7,4,dislike
27,The Anthem,The Young and The Hopeless,Good Charlotte,0BRHnOFm6sjxN1i9LJrUDu,2002-10-04,73,175093,0.494,0.00666,0.939,0.0,0.139,0.893,-3.127,0.126,177.751,1,4,dislike
28,Bleed American,Bleed American,Jimmy Eat World,61XspFITuKmAlYdQacNCbF,2001-07-17,65,181493,0.438,0.00842,0.938,1.08e-06,0.806,0.584,-5.611,0.094,160.212,6,4,dislike
29,Vindicated,Dusk And Summer,Dashboard Confessional,1EotcFbWTbMCXeKFVEtX6Y,2006,57,201346,0.515,0.0321,0.802,0.0,0.0844,0.29,-3.423,0.0345,85.998,8,4,dislike
30,The Only Exception,Brand New Eyes,Paramore,7JIuqL4ZqkpfGKQhYlrirs,2009-09-28,72,267653,0.452,0.144,0.563,0.0,0.143,0.209,-6.607,0.0272,137.715,4,3,dislike
31,Absinthe Party At The Fly Honey Warehouse,Highly Refined Pirates,Minus the Bear,6LkwIps8gLQKC4qX99NMrj,2002-08-08,39,324266,0.233,0.00348,0.949,0.081,0.856,0.455,-5.436,0.0539,152.266,7,4,dislike
32,In A Sweater Poorly Knit,"Brother, Sister",mewithoutYou,2v4kQsvlTPEYOIyJkytzGH,2006-01-01,40,326066,0.425,0.0157,0.79,0.000255,0.0625,0.297,-6.675,0.0471,120.998,9,4,dislike
33,Savior,Appeal To Reason,Rise Against,1vcxF91pWs9uNwDROuiCPB,2008-01-01,77,242280,0.554,0.00154,0.932,0.000139,0.425,0.478,-3.424,0.0485,112.488,5,4,dislike
34,Aside,Left and Leaving,The Weakerthans,4qUMAiRkCY92dw7wnj7phr,2000-07-25,38,201000,0.18,0.00791,0.895,0.000216,0.267,0.288,-6.442,0.0894,174.648,6,4,dislike
35,A Favor House Atlantic,In Keeping Secrets Of Silent Earth: 3,Coheed and Cambria,4KliQFRlvNKnlVYzMMbSMq,2003-03-30,56,234706,0.294,0.000706,0.97,0.0,0.123,0.144,-4.942,0.265,166.475,4,4,dislike
36,Death Cup,Best Buds,Mom Jeans.,19aUuDd6udp1ACNo9t3IuZ,2016-07-03,65,276000,0.353,0.0926,0.749,0.000553,0.166,0.574,-9.339,0.0411,85.983,1,4,dislike
37,Radio,Maybe I'll Catch Fire,Alkaline Trio,0YJvSDPuh3MmmpHkvMFJc5,2000-03-06,45,281040,0.65,0.0406,0.661,0.000488,0.123,0.417,-6.578,0.0262,113.432,2,4,dislike
38,The Quiet Things That No One Ever Knows,Deja Entendu,Brand New,3IlY76VbP31zwPY0S2EMjh,2003-06-17,58,241640,0.202,0.0163,0.797,3.83e-06,0.0986,0.246,-5.809,0.0729,80.284,6,4,dislike
39,A Movie Script Ending,The Photo Album,Death Cab for Cutie,2DL2E5xXFLLo6wwTK6Syfx,2001-10-09,40,259480,0.499,0.197,0.788,0.13,0.111,0.492,-6.455,0.0277,91.989,9,4,dislike
40,Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,2005-01-15,62,374973,0.442,0.00648,0.951,1.12e-06,0.0887,0.158,-5.27,0.11,154.004,11,4,dislike
41,In Circles - Remastered,Diary (Remastered and Expanded Edition),Sunny Day Real Estate,7MtlureL5VXmDnyoUeBxsd,1994-05-10,51,298413,0.324,0.00208,0.822,0.0805,0.336,0.368,-6.695,0.0463,143.473,10,4,dislike
42,Shake It Out,Mean Everything To Nothing,Manchester Orchestra,4oS1UEAjl1Fs2nCpOAbp9Q,2009-04-21,43,311440,0.431,0.0002,0.877,0.000252,0.152,0.262,-4.762,0.0704,148.298,10,4,dislike
43,That's What You Get,Riot!,Paramore,1JdKrFyoU05abww0Zv0ayQ,2007-06-11,66,220480,0.528,9.43e-05,0.831,0.0,0.141,0.632,-3.607,0.0429,131.094,8,3,dislike
44,Cute Without The 'E' (Cut From The Team),Tell All Your Friends (20th Anniversary Edition),Taking Back Sunday,0ObyshwXoUY4NTib9v2eji,2022-05-27,43,211546,0.405,0.0394,0.859,0.0,0.0745,0.514,-4.41,0.0463,95.956,1,4,dislike
45,Miss Murder,DECEMBERUNDERGROUND,AFI,0Ti2dlF2xLjXblvdU5fCxM,2006-06-06,70,206586,0.308,0.00022,0.873,0.000729,0.0974,0.686,-4.542,0.0533,143.519,8,4,dislike
46,The Mixed Tape - 2015 Remastered,Everything In Transit,Jack's Mannequin,4NaPX1b3NsQqJrrAwkkvVc,2005,50,194440,0.412,0.0684,0.879,0.0,0.143,0.357,-4.219,0.0563,101.083,1,4,dislike
47,Face Down,Don't You Fake It,The Red Jumpsuit Apparatus,4wzjNqjKAKDU82e8uMhzmr,2006-01-01,75,192000,0.545,0.000665,0.932,0.0,0.127,0.464,-2.189,0.0399,92.956,7,4,dislike
48,The Medic,The Albatross,Foxing,5KzuAU7zxcP0bq0CPdRRyr,2014-05-27,44,202840,0.623,0.0173,0.692,0.00883,0.124,0.13,-7.977,0.0293,104.977,9,4,dislike
49,The Best Of Me,Say It Like You Mean It,The Starting Line,1Up4RdOBpChNDytatxKDXP,2002-07-16,57,258266,0.533,0.001,0.802,0.0,0.314,0.293,-4.212,0.0384,106.969,4,4,dislike
50,Sic Transit Gloria ... Glory Fades,Deja Entendu,Brand New,42A4dSYBf0g9OHreccqU5o,2003-06-17,55,186493,0.645,0.0124,0.704,0.0,0.543,0.758,-6.02,0.0396,92.774,8,4,dislike
51,Teenagers,The Black Parade,My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,2006-10-23,79,161920,0.463,0.0506,0.857,0.0,0.184,0.856,-3.063,0.0632,111.647,4,4,dislike
52,You're So Last Summer,Tell All Your Friends (20th Anniversary Edition),Taking Back Sunday,22opp9Depbmn43q5gSERwH,2022-05-27,42,179453,0.473,0.0105,0.735,0.0,0.266,0.653,-6.131,0.0499,77.271,11,4,dislike
53,Girl's Not Grey,Sing The Sorrow,AFI,3fttmSWGThBQTNkuHMoCTN,2003,59,190493,0.389,0.00844,0.904,0.000155,0.124,0.67,-4.494,0.0355,121.863,8,4,dislike
54,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,6TfBA04WJ3X1d1wXhaCFVT,2008-06-17,82,177826,0.55,0.00428,0.917,0.0,0.197,0.601,-3.159,0.0638,126.115,0,4,dislike
55,All I Wanted,Brand New Eyes,Paramore,1Bv3h7Vc4AaYA2BcSM3rVd,2009-09-28,72,225786,0.494,0.0192,0.723,0.0322,0.134,0.152,-4.559,0.0441,144.036,6,4,dislike
56,This Could Be Anywhere In The World,Crisis,Alexisonfire,6hKnIY2Ssrmqw2TYXW0K5e,2006-01-22,51,243466,0.192,4.68e-05,0.757,0.00133,0.123,0.294,-5.253,0.0844,83.105,9,5,dislike
57,Memory,Palm Trees and Power Lines,Sugarcult,0ChpoNjXfJPjMvCIN6so6J,2004-04-13,65,226080,0.449,2.04e-05,0.864,0.0,0.108,0.713,-3.892,0.0352,167.154,1,4,dislike
58,The Great Escape,Boys Like Girls,BOYS LIKE GIRLS,6GIrIt2M39wEGwjCQjGChX,2007-08-31,58,206520,0.423,0.00166,0.94,0.0,0.178,0.505,-4.012,0.0635,149.934,1,4,dislike
59,A Decade Under The Influence,Where You Want To Be,Taking Back Sunday,6um5ccNzX7k3SRsVnLupvI,2004-07-27,59,247760,0.491,0.00929,0.904,0.0,0.106,0.607,-4.729,0.0765,156.031,9,4,dislike
60,Beating Heart Baby,Decadence,Head Automatica,24efdUt3KGbZ6wnBLp6j2n,2004-08-10,50,203733,0.458,0.0027,0.971,0.0,0.179,0.49,-4.549,0.1,149.944,8,4,dislike
61,We're At The Top Of The World,Emotion Is Dead,The Juliana Theory,4BejqreqjhlN3FcR2irbKg,2000-01-01,40,197400,0.587,0.00143,0.759,0.0,0.0637,0.866,-5.571,0.0346,128.4,5,4,dislike
62,The Downfall Of Us All,Homesick,A Day To Remember,1KHKeIouP04dDtl0EetgED,2009-02-03,68,209093,0.588,0.000252,0.881,0.0,0.326,0.709,-4.62,0.0666,129.947,0,4,dislike
63,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,A Fever You Can't Sweat Out,Panic! At The Disco,5eB7w8UZJKjL5XmnC6Pctg,2005-09-27,64,200226,0.66,0.106,0.8,0.0,0.154,0.476,-4.644,0.0992,125.966,8,4,dislike
64,Thnks fr th Mmrs,Infinity On High,Fall Out Boy,3Zwu2K0Qa5sT6teCCHPShP,2007-01-01,79,203506,0.46,0.0051,0.892,0.0,0.106,0.59,-5.046,0.0619,154.844,10,4,dislike
65,I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,My Chemical Romance,7lRlq939cDG4SzWOF4VAnd,2004-06-08,76,186480,0.21,0.00602,0.94,0.0,0.269,0.255,-3.427,0.123,179.722,9,4,dislike
66,Jamie All Over,A Lesson In Romantics,Mayday Parade,05qCCJQJiOwvPQBb7akf1R,2007-07-10,63,216000,0.426,6.54e-05,0.868,0.0,0.0723,0.402,-3.702,0.047,149.042,1,4,dislike
67,Plane Vs. Tank Vs. Submarine,Tigers Jaw,Tigers Jaw,1JxUKhB7QGd082YGskroob,2008-09-10,54,122680,0.592,0.0988,0.66,3.11e-05,0.0746,0.258,-3.826,0.0283,90.052,9,4,dislike
68,Existentialism On Prom Night,Straylight Run,Straylight Run,7GUizFgoBcD2RT6BKIdOYl,2004-10-12,43,241453,0.528,0.12,0.796,5.32e-06,0.108,0.203,-5.98,0.0315,133.307,9,4,dislike
69,The Artist In The Ambulance,The Artist In The Ambulance,Thrice,0arNrzPygksLY2pEbRgBjw,2003-01-01,56,219266,0.522,9.38e-05,0.88,0.00111,0.0812,0.701,-4.104,0.0633,174.759,5,4,dislike
70,Lucky Denver Mint,Clarity (Expanded Edition),Jimmy Eat World,2GtMBnQshzpr6kIInqTJVd,1999,43,229706,0.563,0.00208,0.996,0.00108,0.282,0.483,-5.935,0.0727,122.64,11,4,dislike
71,Your Deep Rest,"Home, Like Noplace Is There",The Hotelier,21ACVHZc3K9lK0zleucFaJ,2014-02-25,47,227213,0.363,0.0514,0.876,2.87e-06,0.0991,0.408,-6.53,0.111,110.019,3,4,dislike
72,L.G. FUAD,Commit This To Memory,Motion City Soundtrack,2gxfUzq0kLUwdHIo87aHIC,2005-06-07,49,186893,0.587,0.0392,0.619,0.0,0.0867,0.627,-4.615,0.032,139.963,1,4,dislike
73,At Your Funeral,Stay What You Are,Saves The Day,3UBDdFbJw8h0zLMaXGftE6,2001-07-10,44,189693,0.258,0.00238,0.936,0.0,0.14,0.377,-6.131,0.358,197.944,2,4,dislike
74,I Woke Up In A Car,Leaving Through The Window,Something Corporate,3kaK1EohdhDXT5ICBMRGkz,2002-01-01,51,252866,0.549,0.00578,0.908,0.000257,0.0904,0.539,-6.067,0.0345,107.031,1,4,dislike
75,"This Ain't A Scene, It's An Arms Race",Infinity On High,Fall Out Boy,1oagRT7LfpVlNJN6FSZDGp,2007-01-01,70,212040,0.435,0.000747,0.887,0.0,0.0327,0.408,-4.07,0.0637,199.939,9,4,dislike
76,Brick by Boring Brick,Brand New Eyes,Paramore,1a9YW7fATU351ok4zWjU7a,2009-09-28,63,253946,0.436,9.56e-05,0.942,0.000438,0.209,0.5,-2.206,0.0496,164.975,9,4,dislike
77,The Curse of Curves,The Same Old Blood Rush With A New Touch,Cute Is What We Aim For,6uzuW7L1t1UhnzbfXwtMtQ,2006-06-19,55,203626,0.534,0.39,0.792,0.0,0.191,0.477,-4.512,0.0677,145.881,5,4,dislike
78,Until the Day I Die,Page Avenue,Story Of The Year,0DKNNR9iDjwfCEpMiFXMJq,2003-09-16,62,235200,0.597,0.127,0.931,0.0,0.0504,0.534,-4.591,0.0984,92.003,11,4,dislike
79,All over You,"No Really, I'm Fine (Standard Version)",The Spill Canvas,4b9jRNwMUvABxTD1amyfA6,2007-10-01,49,202573,0.554,0.00848,0.941,0.0,0.102,0.524,-3.159,0.0347,134.916,10,4,dislike
80,Helena,Three Cheers for Sweet Revenge,My Chemical Romance,5dTHtzHFPyi8TlTtzoz1J9,2004-06-08,76,204733,0.356,0.0142,0.96,0.0,0.209,0.0857,-3.487,0.104,125.921,4,4,dislike
81,Can't Be Saved,Still Searching,Senses Fail,3PHhctErNOXWqevrZDUyNy,2006-10-10,58,187546,0.332,9.3e-06,0.976,0.000103,0.318,0.453,-3.242,0.112,170.048,2,4,dislike
82,F.C.P.R.E.M.I.X.,Doppelganger,The Fall of Troy,4OsLDuaH0bWR6xM6nj66F8,2005,54,237680,0.226,0.000631,0.891,9.75e-06,0.225,0.511,-5.531,0.0702,167.876,9,4,dislike
83,All That I've Got,In Love and Death,The Used,6IxQ0PdozaZKch1m8tGCwb,2004-09-27,56,230426,0.335,0.00289,0.858,0.0,0.148,0.451,-4.565,0.0532,177.981,7,4,dislike
84,Little Things,Good Charlotte,Good Charlotte,6vFD3c1WI1zuKoyk22dMw3,2001-01-14,57,203026,0.686,0.0601,0.84,5.38e-06,0.164,0.704,-5.142,0.159,105.0,1,4,dislike
85,The Feel Good Drag,Never Take Friendship Personal,Anberlin,5sTVykpRs4eiZKn96bZogj,2005-01-01,57,207360,0.342,0.0013,0.677,0.00671,0.201,0.501,-11.906,0.0568,188.6,5,4,dislike
86,Falling in Love Again,Never Hungover Again,Joyce Manor,2M0IWOmIi079R1MaPVlOW3,2014-07-22,53,148120,0.335,0.00175,0.936,4.81e-06,0.14,0.436,-2.056,0.0797,177.422,2,4,dislike
87,The Permanent Rain,Reach For The Sun,The Dangerous Summer,4SJIVblEnmdhUHnCjanfsE,2009-05-05,49,203560,0.57,0.0486,0.844,0.0,0.0936,0.709,-4.797,0.0542,124.983,10,4,dislike
88,Famous Last Words,The Black Parade,My Chemical Romance,2d6m2F4I7wCuAKtSsdhh83,2006-10-23,70,299226,0.467,0.000321,0.883,0.000152,0.125,0.309,-3.679,0.106,122.252,2,4,dislike
89,Understanding In A Car Crash,Full Collapse,Thursday,3U5TzKrZP6sqiR43LQArV7,2001-04-10,49,264546,0.401,4.1e-05,0.907,0.000468,0.151,0.415,-4.956,0.102,162.542,5,4,dislike
90,Devotion And Desire,Bayside,Bayside,27O9FuS1UIm6ZyLplgLQAH,2005-08-23,52,209626,0.296,0.000702,0.9,0.0,0.339,0.286,-4.918,0.0922,184.256,2,4,dislike
91,Coffee,Beneath Medicine Tree,Copeland,3kfAwtNyAYduUt1jhxDKZQ,2003-03-25,35,286066,0.604,0.509,0.443,2.04e-05,0.295,0.112,-10.368,0.0268,132.072,7,4,dislike
92,Smile In Your Sleep,Discovering The Waterfront,Silverstein,29dljceloiAgAeARUwZ3QC,2005-08-16,58,193920,0.433,0.00301,0.952,1.6e-05,0.406,0.296,-3.177,0.18,184.055,4,4,dislike
93,A Boy Brushed Red Living In Black And White,They're Only Chasing Safety,Underoath,47IWLfIKOKhFnz1FUEUIkE,2004-01-01,60,268000,0.419,0.00171,0.932,0.0,0.137,0.445,-3.604,0.106,169.881,1,4,dislike
94,What It Is To Burn - New Version,What It Is To Burn,Finch,2DGFNAg4pTPLFKPeQRbGDZ,2002-01-01,49,269026,0.258,2.03e-05,0.735,0.0,0.112,0.132,-4.788,0.0459,150.049,1,4,dislike
95,"Baby, You Wouldn't Last A Minute On The Creek",All's Well That Ends Well,Chiodos,6p4jnIWFWyLz0zUo2RD9iu,2005,54,280866,0.38,0.0295,0.908,0.0,0.101,0.0974,-6.425,0.193,97.613,2,4,dislike
96,Say Anything (Else),Chroma,Cartel,4YoM9p4lEpwPHKE16j3VGJ,2005-07-25,48,229320,0.424,0.000891,0.775,0.0,0.09,0.577,-5.113,0.0672,156.682,1,4,dislike
97,We Own the Night,Instant Gratification,Dance Gavin Dance,7xCcUcMcGsIYGKUVgBZUw5,2015-04-14,64,205706,0.226,0.0509,0.905,0.0,0.281,0.475,-3.239,0.0942,80.349,8,4,dislike
98,Art Is Hard,The Ugly Organ,Cursive,2WaPENhrq1MEy1qk6iKnCh,2003-03-04,38,166360,0.318,0.0166,0.728,1.68e-06,0.0982,0.306,-6.423,0.0557,104.555,7,4,dislike
99,Holiday,Something to Write Home About,The Get Up Kids,7BqOaCe91KO42CrBFkXPYe,1999-09-21,43,209266,0.22,9.31e-05,0.96,0.0187,0.359,0.334,-4.579,0.207,174.681,1,4,dislike
